dex_id,pokemon_name,variant,source,image_path
27,sandshrew,home_art,pokemon_home,027_sandshrew/home_art.png
28,sandslash,front,sprite,028_sandslash/front.png
28,sandslash,back,sprite,028_sandslash/back.png
28,sandslash,shiny_front,sprite,028_sandslash/shiny_front.png
28,sandslash,shiny_back,sprite,028_sandslash/shiny_back.png
28,sandslash,official_art,official-artwork,028_sandslash/official_artwork.png
28,sandslash,home_art,pokemon_home,028_sandslash/home_art.png
29,nidoran-f,front,sprite,029_nidoran-f/front.png
29,nidoran-f,back,sprite,029_nidoran-f/back.png
29,nidoran-f,shiny_front,sprite,029_nidoran-f/shiny_front.png
29,nidoran-f,shiny_back,sprite,029_nidoran-f/shiny_back.png
29,nidoran-f,official_art,official-artwork,029_nidoran-f/official_artwork.png
29,nidoran-f,home_art,pokemon_home,029_nidoran-f/home_art.png
30,nidorina,front,sprite,030_nidorina/front.png
30,nidorina,back,sprite,030_nidorina/back.png
30,nidorina,shiny_front,sprite,030_nidorina/shiny_front.png
30,nidorina,shiny_back,sprite,030_nidorina/shiny_back.png
30,nidorina,official_art,official-artwork,030_nidorina/official_artwork.png
30,nidorina,home_art,pokemon_home,030_nidorina/home_art.png
31,nidoqueen,front,sprite,031_nidoqueen/front.png
31,nidoqueen,back,sprite,031_nidoqueen/back.png
31,nidoqueen,shiny_front,sprite,031_nidoqueen/shiny_front.png
31,nidoqueen,shiny_back,sprite,031_nidoqueen/shiny_back.png
31,nidoqueen,official_art,official-artwork,031_nidoqueen/official_artwork.png
31,nidoqueen,home_art,pokemon_home,031_nidoqueen/home_art.png
32,nidoran-m,front,sprite,032_nidoran-m/front.png
32,nidoran-m,back,sprite,032_nidoran-m/back.png
32,nidoran-m,shiny_front,sprite,032_nidoran-m/shiny_front.png
32,nidoran-m,shiny_back,sprite,032_nidoran-m/shiny_back.png
32,nidoran-m,official_art,official-artwork,032_nidoran-m/official_artwork.png
32,nidoran-m,home_art,pokemon_home,032_nidoran-m/home_art.png
33,nidorino,front,sprite,033_nidorino/front.png
33,nidorino,back,sprite,033_nidorino/back.png
33,nidorino,shiny_front,sprite,033_nidorino/shiny_front.png
33,nidorino,shiny_back,sprite,033_nidorino/shiny_back.png
33,nidorino,official_art,official-artwork,033_nidorino/official_artwork.png
33,nidorino,home_art,pokemon_home,033_nidorino/home_art.png
34,nidoking,front,sprite,034_nidoking/front.png
34,nidoking,back,sprite,034_nidoking/back.png
34,nidoking,shiny_front,sprite,034_nidoking/shiny_front.png
34,nidoking,shiny_back,sprite,034_nidoking/shiny_back.png
34,nidoking,official_art,official-artwork,034_nidoking/official_artwork.png
34,nidoking,home_art,pokemon_home,034_nidoking/home_art.png
35,clefairy,front,sprite,035_clefairy/front.png
35,clefairy,back,sprite,035_clefairy/back.png
35,clefairy,shiny_front,sprite,035_clefairy/shiny_front.png
35,clefairy,shiny_back,sprite,035_clefairy/shiny_back.png
35,clefairy,official_art,official-artwork,035_clefairy/official_artwork.png
35,clefairy,home_art,pokemon_home,035_clefairy/home_art.png
36,clefable,front,sprite,036_clefable/front.png
36,clefable,back,sprite,036_clefable/back.png
36,clefable,shiny_front,sprite,036_clefable/shiny_front.png
36,clefable,shiny_back,sprite,036_clefable/shiny_back.png
36,clefable,official_art,official-artwork,036_clefable/official_artwork.png
36,clefable,home_art,pokemon_home,036_clefable/home_art.png
37,vulpix,front,sprite,037_vulpix/front.png
37,vulpix,back,sprite,037_vulpix/back.png
37,vulpix,shiny_front,sprite,037_vulpix/shiny_front.png
37,vulpix,shiny_back,sprite,037_vulpix/shiny_back.png
37,vulpix,official_art,official-artwork,037_vulpix/official_artwork.png
37,vulpix,home_art,pokemon_home,037_vulpix/home_art.png
38,ninetales,front,sprite,038_ninetales/front.png
38,ninetales,back,sprite,038_ninetales/back.png
38,ninetales,shiny_front,sprite,038_ninetales/shiny_front.png
38,ninetales,shiny_back,sprite,038_ninetales/shiny_back.png
38,ninetales,official_art,official-artwork,038_ninetales/official_artwork.png
38,ninetales,home_art,pokemon_home,038_ninetales/home_art.png
39,jigglypuff,front,sprite,039_jigglypuff/front.png
39,jigglypuff,back,sprite,039_jigglypuff/back.png
39,jigglypuff,shiny_front,sprite,039_jigglypuff/shiny_front.png
39,jigglypuff,shiny_back,sprite,039_jigglypuff/shiny_back.png
39,jigglypuff,official_art,official-artwork,039_jigglypuff/official_artwork.png
39,jigglypuff,home_art,pokemon_home,039_jigglypuff/home_art.png
40,wigglytuff,front,sprite,040_wigglytuff/front.png
40,wigglytuff,back,sprite,040_wigglytuff/back.png
40,wigglytuff,shiny_front,sprite,040_wigglytuff/shiny_front.png
40,wigglytuff,shiny_back,sprite,040_wigglytuff/shiny_back.png
40,wigglytuff,official_art,official-artwork,040_wigglytuff/official_artwork.png
40,wigglytuff,home_art,pokemon_home,040_wigglytuff/home_art.png
41,zubat,front,sprite,041_zubat/front.png
41,zubat,back,sprite,041_zubat/back.png
41,zubat,shiny_front,sprite,041_zubat/shiny_front.png
41,zubat,shiny_back,sprite,041_zubat/shiny_back.png
41,zubat,official_art,official-artwork,041_zubat/official_artwork.png
41,zubat,home_art,pokemon_home,041_zubat/home_art.png
42,golbat,front,sprite,042_golbat/front.png
42,golbat,back,sprite,042_golbat/back.png
42,golbat,shiny_front,sprite,042_golbat/shiny_front.png
42,golbat,shiny_back,sprite,042_golbat/shiny_back.png
42,golbat,official_art,official-artwork,042_golbat/official_artwork.png
42,golbat,home_art,pokemon_home,042_golbat/home_art.png
43,oddish,front,sprite,043_oddish/front.png
43,oddish,back,sprite,043_oddish/back.png
43,oddish,shiny_front,sprite,043_oddish/shiny_front.png
43,oddish,shiny_back,sprite,043_oddish/shiny_back.png
43,oddish,official_art,official-artwork,043_oddish/official_artwork.png
43,oddish,home_art,pokemon_home,043_oddish/home_art.png
44,gloom,front,sprite,044_gloom/front.png
44,gloom,back,sprite,044_gloom/back.png
44,gloom,shiny_front,sprite,044_gloom/shiny_front.png
44,gloom,shiny_back,sprite,044_gloom/shiny_back.png
44,gloom,official_art,official-artwork,044_gloom/official_artwork.png
44,gloom,home_art,pokemon_home,044_gloom/home_art.png
45,vileplume,front,sprite,045_vileplume/front.png
45,vileplume,back,sprite,045_vileplume/back.png
45,vileplume,shiny_front,sprite,045_vileplume/shiny_front.png
45,vileplume,shiny_back,sprite,045_vileplume/shiny_back.png
45,vileplume,official_art,official-artwork,045_vileplume/official_artwork.png
45,vileplume,home_art,pokemon_home,045_vileplume/home_art.png
46,paras,front,sprite,046_paras/front.png
46,paras,back,sprite,046_paras/back.png
46,paras,shiny_front,sprite,046_paras/shiny_front.png
46,paras,shiny_back,sprite,046_paras/shiny_back.png
46,paras,official_art,official-artwork,046_paras/official_artwork.png
46,paras,home_art,pokemon_home,046_paras/home_art.png
47,parasect,front,sprite,047_parasect/front.png
47,parasect,back,sprite,047_parasect/back.png
47,parasect,shiny_front,sprite,047_parasect/shiny_front.png
47,parasect,shiny_back,sprite,047_parasect/shiny_back.png
47,parasect,official_art,official-artwork,047_parasect/official_artwork.png
47,parasect,home_art,pokemon_home,047_parasect/home_art.png
48,venonat,front,sprite,048_venonat/front.png
48,venonat,back,sprite,048_venonat/back.png
48,venonat,shiny_front,sprite,048_venonat/shiny_front.png
48,venonat,shiny_back,sprite,048_venonat/shiny_back.png
48,venonat,official_art,official-artwork,048_venonat/official_artwork.png
48,venonat,home_art,pokemon_home,048_venonat/home_art.png
49,venomoth,front,sprite,049_venomoth/front.png
49,venomoth,back,sprite,049_venomoth/back.png
49,venomoth,shiny_front,sprite,049_venomoth/shiny_front.png
49,venomoth,shiny_back,sprite,049_venomoth/shiny_back.png
49,venomoth,official_art,official-artwork,049_venomoth/official_artwork.png
49,venomoth,home_art,pokemon_home,049_venomoth/home_art.png
50,diglett,front,sprite,050_diglett/front.png
50,diglett,back,sprite,050_diglett/back.png
50,diglett,shiny_front,sprite,050_diglett/shiny_front.png
50,diglett,shiny_back,sprite,050_diglett/shiny_back.png
50,diglett,official_art,official-artwork,050_diglett/official_artwork.png
50,diglett,home_art,pokemon_home,050_diglett/home_art.png
51,dugtrio,front,sprite,051_dugtrio/front.png
51,dugtrio,back,sprite,051_dugtrio/back.png
51,dugtrio,shiny_front,sprite,051_dugtrio/shiny_front.png
51,dugtrio,shiny_back,sprite,051_dugtrio/shiny_back.png
51,dugtrio,official_art,official-artwork,051_dugtrio/official_artwork.png
51,dugtrio,home_art,pokemon_home,051_dugtrio/home_art.png
52,meowth,front,sprite,052_meowth/front.png
52,meowth,back,sprite,052_meowth/back.png
52,meowth,shiny_front,sprite,052_meowth/shiny_front.png
52,meowth,shiny_back,sprite,052_meowth/shiny_back.png
52,meowth,official_art,official-artwork,052_meowth/official_artwork.png
52,meowth,home_art,pokemon_home,052_meowth/home_art.png
53,persian,front,sprite,053_persian/front.png
53,persian,back,sprite,053_persian/back.png
53,persian,shiny_front,sprite,053_persian/shiny_front.png
53,persian,shiny_back,sprite,053_persian/shiny_back.png
53,persian,official_art,official-artwork,053_persian/official_artwork.png
53,persian,home_art,pokemon_home,053_persian/home_art.png
54,psyduck,front,sprite,054_psyduck/front.png
54,psyduck,back,sprite,054_psyduck/back.png
54,psyduck,shiny_front,sprite,054_psyduck/shiny_front.png
54,psyduck,shiny_back,sprite,054_psyduck/shiny_back.png
54,psyduck,official_art,official-artwork,054_psyduck/official_artwork.png
54,psyduck,home_art,pokemon_home,054_psyduck/home_art.png
55,golduck,front,sprite,055_golduck/front.png
55,golduck,back,sprite,055_golduck/back.png
55,golduck,shiny_front,sprite,055_golduck/shiny_front.png
55,golduck,shiny_back,sprite,055_golduck/shiny_back.png
55,golduck,official_art,official-artwork,055_golduck/official_artwork.png
55,golduck,home_art,pokemon_home,055_golduck/home_art.png
56,mankey,front,sprite,056_mankey/front.png
56,mankey,back,sprite,056_mankey/back.png
56,mankey,shiny_front,sprite,056_mankey/shiny_front.png
56,mankey,shiny_back,sprite,056_mankey/shiny_back.png
56,mankey,official_art,official-artwork,056_mankey/official_artwork.png
56,mankey,home_art,pokemon_home,056_mankey/home_art.png
57,primeape,front,sprite,057_primeape/front.png
57,primeape,back,sprite,057_primeape/back.png
57,primeape,shiny_front,sprite,057_primeape/shiny_front.png
57,primeape,shiny_back,sprite,057_primeape/shiny_back.png
57,primeape,official_art,official-artwork,057_primeape/official_artwork.png
57,primeape,home_art,pokemon_home,057_primeape/home_art.png
58,growlithe,front,sprite,058_growlithe/front.png
58,growlithe,back,sprite,058_growlithe/back.png
58,growlithe,shiny_front,sprite,058_growlithe/shiny_front.png
58,growlithe,shiny_back,sprite,058_growlithe/shiny_back.png
58,growlithe,official_art,official-artwork,058_growlithe/official_artwork.png
58,growlithe,home_art,pokemon_home,058_growlithe/home_art.png
59,arcanine,front,sprite,059_arcanine/front.png
59,arcanine,back,sprite,059_arcanine/back.png
59,arcanine,shiny_front,sprite,059_arcanine/shiny_front.png
59,arcanine,shiny_back,sprite,059_arcanine/shiny_back.png
59,arcanine,official_art,official-artwork,059_arcanine/official_artwork.png
59,arcanine,home_art,pokemon_home,059_arcanine/home_art.png
60,poliwag,front,sprite,060_poliwag/front.png
60,poliwag,back,sprite,060_poliwag/back.png
60,poliwag,shiny_front,sprite,060_poliwag/shiny_front.png
60,poliwag,shiny_back,sprite,060_poliwag/shiny_back.png
60,poliwag,official_art,official-artwork,060_poliwag/official_artwork.png
60,poliwag,home_art,pokemon_home,060_poliwag/home_art.png
61,poliwhirl,front,sprite,061_poliwhirl/front.png
61,poliwhirl,back,sprite,061_poliwhirl/back.png
61,poliwhirl,shiny_front,sprite,061_poliwhirl/shiny_front.png
61,poliwhirl,shiny_back,sprite,061_poliwhirl/shiny_back.png
61,poliwhirl,official_art,official-artwork,061_poliwhirl/official_artwork.png
61,poliwhirl,home_art,pokemon_home,061_poliwhirl/home_art.png
62,poliwrath,front,sprite,062_poliwrath/front.png
62,poliwrath,back,sprite,062_poliwrath/back.png
62,poliwrath,shiny_front,sprite,062_poliwrath/shiny_front.png
62,poliwrath,shiny_back,sprite,062_poliwrath/shiny_back.png
62,poliwrath,official_art,official-artwork,062_poliwrath/official_artwork.png
62,poliwrath,home_art,pokemon_home,062_poliwrath/home_art.png
63,abra,front,sprite,063_abra/front.png
63,abra,back,sprite,063_abra/back.png
63,abra,shiny_front,sprite,063_abra/shiny_front.png
63,abra,shiny_back,sprite,063_abra/shiny_back.png
63,abra,official_art,official-artwork,063_abra/official_artwork.png
63,abra,home_art,pokemon_home,063_abra/home_art.png
64,kadabra,front,sprite,064_kadabra/front.png
64,kadabra,back,sprite,064_kadabra/back.png
64,kadabra,shiny_front,sprite,064_kadabra/shiny_front.png
64,kadabra,shiny_back,sprite,064_kadabra/shiny_back.png
64,kadabra,official_art,official-artwork,064_kadabra/official_artwork.png
64,kadabra,home_art,pokemon_home,064_kadabra/home_art.png
65,alakazam,front,sprite,065_alakazam/front.png
65,alakazam,back,sprite,065_alakazam/back.png
65,alakazam,shiny_front,sprite,065_alakazam/shiny_front.png
65,alakazam,shiny_back,sprite,065_alakazam/shiny_back.png
65,alakazam,official_art,official-artwork,065_alakazam/official_artwork.png
65,alakazam,home_art,pokemon_home,065_alakazam/home_art.png
66,machop,front,sprite,066_machop/front.png
66,machop,back,sprite,066_machop/back.png
66,machop,shiny_front,sprite,066_machop/shiny_front.png
66,machop,shiny_back,sprite,066_machop/shiny_back.png
66,machop,official_art,official-artwork,066_machop/official_artwork.png
66,machop,home_art,pokemon_home,066_machop/home_art.png
67,machoke,front,sprite,067_machoke/front.png
67,machoke,back,sprite,067_machoke/back.png
67,machoke,shiny_front,sprite,067_machoke/shiny_front.png
67,machoke,shiny_back,sprite,067_machoke/shiny_back.png
67,machoke,official_art,official-artwork,067_machoke/official_artwork.png
67,machoke,home_art,pokemon_home,067_machoke/home_art.png
68,machamp,front,sprite,068_machamp/front.png
68,machamp,back,sprite,068_machamp/back.png
68,machamp,shiny_front,sprite,068_machamp/shiny_front.png
68,machamp,shiny_back,sprite,068_machamp/shiny_back.png
68,machamp,official_art,official-artwork,068_machamp/official_artwork.png
68,machamp,home_art,pokemon_home,068_machamp/home_art.png
69,bellsprout,front,sprite,069_bellsprout/front.png
69,bellsprout,back,sprite,069_bellsprout/back.png
69,bellsprout,shiny_front,sprite,069_bellsprout/shiny_front.png
69,bellsprout,shiny_back,sprite,069_bellsprout/shiny_back.png
69,bellsprout,official_art,official-artwork,069_bellsprout/official_artwork.png
69,bellsprout,home_art,pokemon_home,069_bellsprout/home_art.png
70,weepinbell,front,sprite,070_weepinbell/front.png
70,weepinbell,back,sprite,070_weepinbell/back.png
70,weepinbell,shiny_front,sprite,070_weepinbell/shiny_front.png
70,weepinbell,shiny_back,sprite,070_weepinbell/shiny_back.png
70,weepinbell,official_art,official-artwork,070_weepinbell/official_artwork.png
70,weepinbell,home_art,pokemon_home,070_weepinbell/home_art.png
71,victreebel,front,sprite,071_victreebel/front.png
71,victreebel,back,sprite,071_victreebel/back.png
71,victreebel,shiny_front,sprite,071_victreebel/shiny_front.png
71,victreebel,shiny_back,sprite,071_victreebel/shiny_back.png
71,victreebel,official_art,official-artwork,071_victreebel/official_artwork.png
71,victreebel,home_art,pokemon_home,071_victreebel/home_art.png
72,tentacool,front,sprite,072_tentacool/front.png
72,tentacool,back,sprite,072_tentacool/back.png
72,tentacool,shiny_front,sprite,072_tentacool/shiny_front.png
72,tentacool,shiny_back,sprite,072_tentacool/shiny_back.png
72,tentacool,official_art,official-artwork,072_tentacool/official_artwork.png
72,tentacool,home_art,pokemon_home,072_tentacool/home_art.png
73,tentacruel,front,sprite,073_tentacruel/front.png
73,tentacruel,back,sprite,073_tentacruel/back.png
73,tentacruel,shiny_front,sprite,073_tentacruel/shiny_front.png
73,tentacruel,shiny_back,sprite,073_tentacruel/shiny_back.png
73,tentacruel,official_art,official-artwork,073_tentacruel/official_artwork.png
73,tentacruel,home_art,pokemon_home,073_tentacruel/home_art.png
74,geodude,front,sprite,074_geodude/front.png
74,geodude,back,sprite,074_geodude/back.png
74,geodude,shiny_front,sprite,074_geodude/shiny_front.png
74,geodude,shiny_back,sprite,074_geodude/shiny_back.png
74,geodude,official_art,official-artwork,074_geodude/official_artwork.png
74,geodude,home_art,pokemon_home,074_geodude/home_art.png
75,graveler,front,sprite,075_graveler/front.png
75,graveler,back,sprite,075_graveler/back.png
75,graveler,shiny_front,sprite,075_graveler/shiny_front.png
75,graveler,shiny_back,sprite,075_graveler/shiny_back.png
75,graveler,official_art,official-artwork,075_graveler/official_artwork.png
75,graveler,home_art,pokemon_home,075_graveler/home_art.png
76,golem,front,sprite,076_golem/front.png
76,golem,back,sprite,076_golem/back.png
76,golem,shiny_front,sprite,076_golem/shiny_front.png
76,golem,shiny_back,sprite,076_golem/shiny_back.png
76,golem,official_art,official-artwork,076_golem/official_artwork.png
76,golem,home_art,pokemon_home,076_golem/home_art.png
77,ponyta,front,sprite,077_ponyta/front.png
77,ponyta,back,sprite,077_ponyta/back.png
77,ponyta,shiny_front,sprite,077_ponyta/shiny_front.png
77,ponyta,shiny_back,sprite,077_ponyta/shiny_back.png
77,ponyta,official_art,official-artwork,077_ponyta/official_artwork.png
77,ponyta,home_art,pokemon_home,077_ponyta/home_art.png
78,rapidash,front,sprite,078_rapidash/front.png
78,rapidash,back,sprite,078_rapidash/back.png
78,rapidash,shiny_front,sprite,078_rapidash/shiny_front.png
78,rapidash,shiny_back,sprite,078_rapidash/shiny_back.png
78,rapidash,official_art,official-artwork,078_rapidash/official_artwork.png
78,rapidash,home_art,pokemon_home,078_rapidash/home_art.png
79,slowpoke,front,sprite,079_slowpoke/front.png
79,slowpoke,back,sprite,079_slowpoke/back.png
79,slowpoke,shiny_front,sprite,079_slowpoke/shiny_front.png
79,slowpoke,shiny_back,sprite,079_slowpoke/shiny_back.png
79,slowpoke,official_art,official-artwork,079_slowpoke/official_artwork.png
79,slowpoke,home_art,pokemon_home,079_slowpoke/home_art.png
80,slowbro,front,sprite,080_slowbro/front.png
80,slowbro,back,sprite,080_slowbro/back.png
80,slowbro,shiny_front,sprite,080_slowbro/shiny_front.png
80,slowbro,shiny_back,sprite,080_slowbro/shiny_back.png
80,slowbro,official_art,official-artwork,080_slowbro/official_artwork.png
80,slowbro,home_art,pokemon_home,080_slowbro/home_art.png
81,magnemite,front,sprite,081_magnemite/front.png
81,magnemite,back,sprite,081_magnemite/back.png
81,magnemite,shiny_front,sprite,081_magnemite/shiny_front.png
